property,mortgage,percent fin,first repay, max repay worst, primeDecrease, diffNperFactor, rate customer, size of jump, min kalatz, max var, max cpi 
2500000.0,1200000.0,0.48,6000.0,9500.0,0.5,0.3,3.0,0.05,0.1,0.4,0.6

first repay , all payment main ,allRateTotalPaymentMain , max repay main, all payment worst, allRateTotalPaymentWorst, max repay worst, kalatz rate, kalatz nper, kalatz pv, kalatz prop,katz rate, katz nper, katz pv, katz prop, var 5 Cpi rate, var 5 Cpi nper, var 5 Cpi pv, var 5 Cpi prop,var 5 Const rate, var 5 Const nper, var 5 Const pv, var 5 Const prop,prime rate, prime nper, prime pv , prime prop,rate customer mix,first repay kalatz, total payment kalatz , total rate kalatz,first repay katz, total payment katz main, total rate katz main , total payment katz worst,total rate katz worst ,first repay var5cpi, total payment var5cpi main, total rate var5cpi main , total payment var5cpi worst,total rate var5cpi worst ,first repay var5const, total payment var5const main, total rate var5const main , total payment var5const worst,total rate var5const worst ,first repay prime, total payment prime main, total rate prime main , total payment prime worst,total rate prime worst
5980.255824844569,1613113.9913871947,413113.9913871947,6387.881057791056,1666174.7875498217,466174.78754982166,6637.899775523749,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5954.580307077869,1618685.2605983105,418685.2605983105,6471.941125033603,1682487.8382955533,482487.83829555335,6829.324306744464,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,0.0,0.0,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,0.0,0.0,0.0,0.0,0.0,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5994.925866322873,1627019.2607777994,427019.2607777994,6521.712630287953,1685057.0681189985,485057.06811899855,6878.582255525713,2.9666666666666663,264.0,720000.0,0.6,2.177777777777778,192.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,60000.0,0.05,-0.5,252.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5987.571642373242,1629488.6415253,429488.6415253,6389.123549771136,1673262.1609069153,473262.1609069153,6630.814341687596,2.9944444444444445,276.0,720000.0,0.6,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,120000.0,0.1,-0.5,240.0,360000.0,0.3,0.0,3612.4679213218496,997041.1462848029,277041.14628480293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.3739652869732,179560.09998606495,59560.099986064946,183052.51656237798,63052.516562377976,1671.729755764419,452887.395254432,92887.39525443199,493168.4980597345,133168.49805973453
5969.250348556173,1632590.5299889152,432590.5299889152,6605.7726975304995,1701370.1188647302,501370.11886473023,7070.006786746428,2.9666666666666663,264.0,720000.0,0.6,2.177777777777778,192.0,0.0,0.0,2.774,240.0,120000.0,0.1,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,0.0,0.0,0.0,0.0,0.0,652.022929753573,190702.63840829668,70702.63840829668,215678.61805384135,95678.61805384135,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5997.903615051217,1637538.6472205964,437538.64722059644,6467.1442060139325,1690259.0860867572,490259.08608675725,6738.342025655509,2.9666666666666663,264.0,659999.9999999999,0.5499999999999999,2.177777777777778,192.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,180000.00000000003,0.15000000000000002,-0.5,264.0,360000.0,0.3,0.0,3406.935925050377,899431.0842132956,239431.08421329572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0609479304599,269340.14997909777,89340.14997909774,274578.77484356717,94578.77484356714,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5993.55931319187,1642859.330561108,442859.33056110796,6695.964930214676,1720896.1063692798,520896.1063692798,7189.105507894873,2.9388888888888887,252.0,659999.9999999999,0.5499999999999999,2.283333333333333,204.0,0.0,0.0,2.774,240.0,120000.0,0.1,3.62,240.0,60000.0,0.05,-0.5,276.0,360000.0,0.3,0.0,3512.9569277344895,885265.1457891095,225265.14578910964,0.0,0.0,0.0,0.0,0.0,652.022929753573,190702.63840829668,70702.63840829668,215678.61805384135,95678.61805384135,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5972.2280972845165,1643109.9164317122,443109.9164317122,6551.204273256479,1706572.1368324887,506572.1368324887,6929.766556876222,2.9666666666666663,264.0,659999.9999999999,0.5499999999999999,2.177777777777778,192.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,120000.0,0.1,-0.5,264.0,360000.0,0.3,0.0,3406.935925050377,899431.0842132956,239431.08421329572,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,703.3739652869732,179560.09998606495,59560.099986064946,183052.51656237798,63052.516562377976,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5985.540365701107,1646175.3869918506,446175.38699185057,6769.452906713615,1727442.965690437,527442.965690437,7355.247925903293,2.9666666666666663,264.0,659999.9999999999,0.5499999999999999,2.177777777777778,192.0,0.0,0.0,2.774,240.0,180000.00000000003,0.15000000000000002,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,3406.935925050377,899431.0842132956,239431.08421329572,0.0,0.0,0.0,0.0,0.0,978.0343946303597,286053.95761244505,106053.95761244503,323517.9270807611,143517.9270807611,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5980.854880952793,1653896.3183548818,453896.31835488183,6501.443934985776,1712195.7393819788,512195.73938197875,6794.05205070522,2.9666666666666663,264.0,599999.9999999999,0.4999999999999999,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,240000.0,0.2,-0.5,276.0,360000.0,0.3,0.0,3097.2144773185246,817664.6220120826,217664.62201208272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.7479305739464,359120.1999721299,119120.19997212989,366105.03312475595,126105.03312475595,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
