property,mortgage,percent fin,first repay, max repay worst, primeDecrease, diffNperFactor, rate customer, size of jump, min kalatz, max var, max cpi 
2500000.0,1200000.0,0.48,6000.0,9500.0,0.5,0.3,3.0,0.05,0.1,0.4,0.6

first repay , all payment main ,allRateTotalPaymentMain , max repay main, all payment worst, allRateTotalPaymentWorst, max repay worst, kalatz rate, kalatz nper, kalatz pv, kalatz prop,katz rate, katz nper, katz pv, katz prop, var 5 Cpi rate, var 5 Cpi nper, var 5 Cpi pv, var 5 Cpi prop,var 5 Const rate, var 5 Const nper, var 5 Const pv, var 5 Const prop,prime rate, prime nper, prime pv , prime prop,rate customer mix,first repay kalatz, total payment kalatz , total rate kalatz,first repay katz, total payment katz main, total rate katz main , total payment katz worst,total rate katz worst ,first repay var5cpi, total payment var5cpi main, total rate var5cpi main , total payment var5cpi worst,total rate var5cpi worst ,first repay var5const, total payment var5const main, total rate var5const main , total payment var5const worst,total rate var5const worst ,first repay prime, total payment prime main, total rate prime main , total payment prime worst,total rate prime worst
5980.255824844569,1613113.9913871947,413113.9913871947,6387.881057791056,1666174.7875498217,466174.78754982166,6637.899775523749,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5987.571642373242,1629488.6415253,429488.6415253,6389.123549771136,1673262.1609069153,473262.1609069153,6630.814341687596,2.9944444444444445,276.0,720000.0,0.6,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,120000.0,0.1,-0.5,240.0,360000.0,0.3,0.0,3612.4679213218496,997041.1462848029,277041.14628480293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.3739652869732,179560.09998606495,59560.099986064946,183052.51656237798,63052.516562377976,1671.729755764419,452887.395254432,92887.39525443199,493168.4980597345,133168.49805973453
5997.329372844106,1602592.2904191879,402592.29041918786,6416.025577420869,1652586.0408836524,452586.0408836524,6705.732282447722,2.9666666666666663,264.0,780000.0,0.65,2.177777777777778,192.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,4026.3788205140827,1062964.008615715,282964.00861571496,370.380506309653,78937.93663736287,18937.936637362873,78937.93663736287,25128.07787155705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5997.903615051217,1637538.6472205964,437538.64722059644,6467.1442060139325,1690259.0860867572,490259.08608675725,6738.342025655509,2.9666666666666663,264.0,659999.9999999999,0.5499999999999999,2.177777777777778,192.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,180000.00000000003,0.15000000000000002,-0.5,264.0,360000.0,0.3,0.0,3406.935925050377,899431.0842132956,239431.08421329572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0609479304599,269340.14997909777,89340.14997909774,274578.77484356717,94578.77484356714,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5954.580307077869,1618685.2605983105,418685.2605983105,6471.941125033603,1682487.8382955533,482487.83829555335,6829.324306744464,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,0.0,0.0,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,0.0,0.0,0.0,0.0,0.0,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5999.60937746939,1617229.750269317,417229.75026931707,6474.52838220269,1671021.5901671536,471021.5901671536,6793.428139157258,2.9666666666666663,264.0,720000.0,0.6,2.4944444444444445,228.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,252.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,330.6949760233036,85561.80869566622,25561.808695666215,85561.80869566622,33803.83107507574,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5980.854880952793,1653896.3183548818,453896.31835488183,6501.443934985776,1712195.7393819788,512195.73938197875,6794.05205070522,2.9666666666666663,264.0,599999.9999999999,0.4999999999999999,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,240000.0,0.2,-0.5,276.0,360000.0,0.3,0.0,3097.2144773185246,817664.6220120826,217664.62201208272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.7479305739464,359120.1999721299,119120.19997212989,366105.03312475595,126105.03312475595,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5988.2557774817005,1630981.272171245,430981.27217124496,6508.252488156055,1689469.1644564997,489469.16445649974,6843.41879998821,2.9666666666666663,264.0,659999.9999999999,0.5499999999999999,2.388888888888889,216.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,120000.0,0.1,-0.5,264.0,360000.0,0.3,0.0,3406.935925050377,899431.0842132956,239431.08421329572,342.03914507397093,83222.67494368117,23222.674943681166,83222.67494368117,30736.33665093161,0.0,0.0,0.0,0.0,0.0,703.3739652869732,179560.09998606495,59560.099986064946,183052.51656237798,63052.516562377976,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5993.325127471916,1607840.8327174375,407840.83271743753,6511.87230267692,1667702.9291875171,467702.92918751715,6881.8231774703,2.9666666666666663,264.0,720000.0,0.6,2.177777777777778,192.0,120000.0,0.1,2.774,240.0,0.0,0.0,3.62,240.0,0.0,0.0,-0.5,264.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,740.761012619306,157875.87327472575,37875.873274725745,157875.87327472575,50256.1557431141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5994.925866322873,1627019.2607777994,427019.2607777994,6521.712630287953,1685057.0681189985,485057.06811899855,6878.582255525713,2.9666666666666663,264.0,720000.0,0.6,2.177777777777778,192.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,60000.0,0.05,-0.5,252.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
